1,16.833182,0.950504
2,8.526014,1.876610
4,5.228562,3.060115
5,4.302179,3.719046
8,2.707731,5.909006
10,2.221510,7.202309
16,1.469348,10.889184
20,1.119258,14.295183
20,2.042604,7.833139
20,16.446117,7.782992
28,12.233580,10.463004
28,1.645854,9.721397
40,2.187592,7.313978
40,16.775896,7.629995
80,101.619277,10.076828
80,1.672269,9.567839
40,2.125300,7.528349
40,16.741706,7.645577
80,12.564971,10.187051
20,0.000054,0.037118
10,0.000054,0.036954
1,0.000009,0.226719
1,0.000002,0.131072
5,0.000028,0.071090
5,0.000074,0.027060
