6,2.503910,0.000022
1,0.503511,0.000004
1,0.493794,0.000004
1,0.515552,0.000004
1,0.486963,0.000004
1,0.482963,0.000001
5,2.107520,0.000000
10,4.492799,0.000445
10,4.303395,0.000000
20,0.002594,6.168094
20,0.000320,0.006251
10,0.000273,0.007326
10,0.000242,0.008265
10,5.986812,2.672541
10,8.100667,15.801168
10,20.725016,49.408889
16,24.847656,41.211131
10,0.910878,17.565471
10,7.096332,18.037488
20,4.074323,31.416263
20,41.708092,24.551591
40,4.531681,28.245589
20,3.618592,35.372874
10,20.597665,49.714373
