4,100,0.180018,0.011110
4,200,0.200848,0.079662
4,300,0.209405,0.257874
4,400,0.250883,0.510198
4,500,0.280444,0.891444
4,600,0.329750,1.310084
4,700,0.400356,1.713475
4,800,0.513900,1.992605
4,900,0.608472,2.396166
4,1000,0.771534,2.592238
4,1100,0.956306,2.783628
4,1200,1.170435,2.952748
4,1300,1.483211,2.962492
4,1400,1.761982,3.114674
4,1500,2.078231,3.247955
4,1600,2.514711,3.257631
4,1700,2.922481,3.362212
4,1800,3.438664,3.392015
4,1900,3.937380,3.484043
4,2000,4.592231,3.484145
4,2100,5.192367,3.567159
4,2200,6.045803,3.522444
4,2300,6.834677,3.560373
4,2400,7.815997,3.537361
4,2500,8.765945,3.564932
4,2600,9.664874,3.637088
4,2700,10.920843,3.604667
4,2800,12.496599,3.513276
4,2900,13.543815,3.601496
4,3000,14.828551,3.641624
4,3100,16.258597,3.664646
4,3200,20.441563,3.206017
4,3300,19.674734,3.653112
4,3400,21.276576,3.694579
4,3500,23.519070,3.645977
4,3600,25.298765,3.688401
4,3700,27.366398,3.701839
4,3800,30.011137,3.656776
4,3900,33.029789,3.591849
4,4000,37.222280,3.438801
4,256,0.203695,0.164729
4,512,0.301436,0.890522
4,1024,0.954218,2.250517
4,2048,6.441807,2.666933
4,4096,50.124023,2.741978
16,100,0.438380,0.004562
16,200,0.369733,0.043274
16,300,0.350105,0.154239
16,400,0.421306,0.303817
16,500,0.451933,0.553179
16,600,0.404175,1.068844
16,700,0.484315,1.416434
16,800,0.472844,2.165619
16,900,0.476407,3.060408
16,1000,0.481031,4.157737
16,1100,0.639859,4.160290
16,1200,0.668366,5.170818
16,1300,0.791962,5.548247
16,1400,0.805885,6.809904
16,1500,0.889366,7.589675
16,1600,1.022825,8.009190
16,1700,1.099684,8.935294
16,1800,1.249148,9.337565
16,1900,1.425672,9.622129
16,2000,1.588311,10.073594
16,2100,1.766434,10.485532
16,2200,1.996286,10.667809
16,2300,2.232605,10.899375
16,2400,2.426729,11.393114
16,2500,2.784115,11.224392
16,2600,3.019016,11.643529
16,2700,3.349315,11.753448
16,2800,3.679644,11.931589
16,2900,4.018244,12.139133
16,3000,4.430105,12.189327
16,3100,4.770006,12.490970
16,3200,5.277291,12.418493
16,3300,5.753897,12.491360
4,100,0.186419,0.010729
4,200,0.206838,0.077355
4,300,0.206037,0.262089
4,400,0.243103,0.526526
4,500,0.291618,0.857286
4,600,0.342964,1.259608
4,700,0.394738,1.737861
4,800,0.506301,2.022512
4,900,0.663377,2.197846
4,1000,0.858720,2.329048
4,1100,1.040115,2.559332
4,1200,1.262774,2.736832
4,1300,1.553187,2.829022
4,1400,1.897822,2.891736
4,1500,2.329665,2.897412
4,1600,2.573088,3.183723
4,1700,3.290374,2.986287
4,1800,3.714403,3.140208
4,1900,4.424674,3.100341
4,2000,4.875263,3.281874
4,2100,5.685765,3.257609
4,2200,6.496783,3.277930
4,2300,7.522953,3.234634
4,2400,8.005224,3.453745
4,2500,9.669106,3.231943
4,2600,10.474926,3.355823
4,2700,12.044756,3.268310
4,2800,12.600930,3.484187
4,2900,14.653172,3.328836
4,3000,15.866254,3.403450
4,3100,17.926164,3.323745
4,3200,24.892546,2.632756
4,3300,21.826657,3.292946
4,3400,22.969613,3.422261
4,3500,25.867244,3.315003
4,3600,26.342901,3.542207
4,3700,30.341441,3.338866
4,3800,32.228776,3.405156
4,3900,36.734955,3.229567
4,4000,37.068589,3.453058
16,4096,13.091630,10.498231
16,2000,1.139548,14.040654
16,2000,1.514915,10.561649
16,1000,0.143929,13.895740
16,1000,0.145748,13.722325
16,1024,1.107549,1.938951
16,1024,0.161476,13.299078
16,1024,0.167445,12.825013
16,1024,0.161294,13.314077
16,1024,0.162891,13.183550
16,1024,0.164347,13.066751
16,1500,1.176922,5.735300
16,1500,0.484096,13.943514
16,1500,2.812919,2.399643
16,1500,0.480413,14.050412
16,2048,1.791305,9.590700
16,2048,1.403602,12.239843
16,2048,2.128679,8.070672
16,2048,1.401306,12.259897
4,2048,5.304094,3.238983
1,2048,74.752055,0.229825
